Asset Group Name,asset_group,"BMS ""Word""",,Asset Name/Space Name,point_description,bms_item_reference,BMS_Object ID,bms_object_type,bms_name,bms_units,Interval Sec,DC
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-01,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-01-AM,775252f2-a53d-5a0d-ac29-b2d8bbe9ccb9,BI Mapper,LTG-01-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-01,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-01-C,638c3b58-e95c-5c3c-bdf8-6175aa95ccf3,BO Mapper,LTG-01-C,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-02,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-02-AM,aa7f3244-765b-52ed-a752-0e231664b86e,BI Mapper,LTG-02-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-02,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-02-C,3c07aa43-a630-5b5c-b2bd-7a57ec2b5fec,BO Mapper,LTG-02-C,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-03,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-03-AM,fcd5de4e-0aaf-5d4d-97a8-f07f534386e0,BI Mapper,LTG-03-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-03,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-03-C,5c48d381-449d-5758-a009-d0ec9e968e92,BO Mapper,LTG-03-C,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-04,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-04-AM,c90ec495-8f90-56c3-8cf2-2a82e600b277,BI Mapper,LTG-04-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-04,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-04-C,9a78c1d4-e91f-5823-a160-a8e1650d09d9,BO Mapper,LTG-04-C,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-05,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-05-AM,0b24fe32-e625-5388-8ea7-85a905982214,BI Mapper,LTG-05-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-05,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-05-C,376e9a90-2c98-5442-b618-859f53e2f16e,BO Mapper,LTG-05-C,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-06,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-06-AM,7d79733a-9567-528b-a258-c32fb04a2748,BI Mapper,LTG-06-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-06,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-06-C,c58db681-428f-5222-9f06-aca05180cb93,BO Mapper,LTG-06-C,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-07,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-07-AM,52f46016-54e0-5328-b13e-4d2bffafee11,BI Mapper,LTG-07-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-07,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-07-C,a7bab81d-5d7d-58c4-bcf4-227400d13857,BO Mapper,LTG-07-C,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-08,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-08-AM,b0b561a4-2889-545c-9b7e-eabdf2abf1a5,BI Mapper,LTG-08-AM,,0,TURE
Lighting,ELEC-LTG,LTG,98HMS-1-L30-ELEC-LTG,98HMS-1-L30-ELEC-LTG-08,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.LTG-01.LTG-08-C,57988ab2-10c5-50b3-b92f-bf5de019770a,BO Mapper,LTG-08-C,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z1,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z1-M,6a3cdecf-1ad0-51f9-b3b5-4697dabbe433,BI Mapper,PLTG-Z1-M,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z1,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z1-C,bd7f443c-6c81-5d7c-99dc-d601f80cbe05,BO Mapper,PLTG-Z1-C,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z1,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z1-S,657a9b72-3367-5086-ba35-b21b95668ef9,BI Mapper,PLTG-Z1-S,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z2,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z2-M,09c81a7a-35ab-5249-b779-fb4d0f6115a0,BI Mapper,PLTG-Z2-M,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z2,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z2-C,6c423eb4-0efe-5b0c-b500-99708fb8788e,BO Mapper,PLTG-Z2-C,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z2,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z2-S,28f1b3ba-a7dc-5b96-bded-66d4d8df659c,BI Mapper,PLTG-Z2-S,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z3,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z3-M,4c1e5dfa-bfe5-560a-966c-4b21d5d983a8,BI Mapper,PLTG-Z3-M,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z3,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z3-C,feae3231-c47d-53fe-8845-d354a9710ada,BO Mapper,PLTG-Z3-C,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z3,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z3-S,dd33264e-a0e6-50e4-af0b-c53e62538c8a,BI Mapper,PLTG-Z3-S,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z4,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z4-M,2b6101da-fa16-5a34-a40b-ffea71a17262,BI Mapper,PLTG-Z4-M,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z4,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z4-C,bcb6469c-9e03-52e8-ba59-5fd6e2b14d9e,BO Mapper,PLTG-Z4-C,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z4,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z4-S,3fc87507-460d-5362-9492-e1176c67f5d6,BI Mapper,PLTG-Z4-S,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z5,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z5-M,1b7ebc48-a80a-51c6-9955-3d4d58b789ad,BI Mapper,PLTG-Z5-M,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z5,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z5-C,331bdb2c-833b-5369-882b-62aa205c713a,BO Mapper,PLTG-Z5-C,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z5,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z5-S,8bdf337e-b09f-5f39-997c-feb53607bc4d,BI Mapper,PLTG-Z5-S,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z6,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z6-M,02ab9b5c-13e2-5f6b-92c2-32b3346a476e,BI Mapper,PLTG-Z6-M,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z6,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z6-C,d09d6d6a-9ab8-55a0-b746-f1a19527c892,BO Mapper,PLTG-Z6-C,,0,TURE
Public Lighting,ELEC-PLT,PLTG,98HMS-1-L30-ELEC-PLT,98HMS-1-L30-ELEC-PLT-Z6,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.DDC-T1-L30-04.PLTG-Z6-S,fffddec8-8ea7-552a-89ff-6e01c0e97ba2,BI Mapper,PLTG-Z6-S,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Air Flow Status,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-AFS,1d550647-7db8-5af2-b07a-93284fba7a90,BI Mapper,AHU-AFS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-M,22fe6953-59ba-5c35-87f8-7dc6164a611d,BI Mapper,AHU-M,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Chilled Water Flow Rate,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-WFR,544c13a2-84a0-52d0-9422-033d7e189620,AV Mapper,AHU-WFR,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Chilled Water Flow Status,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-WFS,ef0955f2-a201-5d74-abe9-fdba972f0dee,MSV Mapper,AHU-WFS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Chilled Water Return Temperature,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-CRWT,fed3b85a-f4d1-5993-b920-f88907625de7,AV Mapper,AHU-CRWT,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Chilled Water Supply Temperature,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-CSWT,937cd055-0815-581c-8332-0373d4f975ea,AV Mapper,AHU-CSWT,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Chilled Water Valve Control,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-CV-C,1375f9ae-45f5-59a6-8ff0-b4ed56525217,AO Mapper,AHU-CV-C,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Chilled Water Valve Status,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-CV-S,e922ad72-ecec-5757-81d2-5b9fc8ce9a92,AV Mapper,AHU-CV-S,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Emergency Stop,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-EMS,03007b73-1f73-5731-bc60-db873def901f,BI Mapper,AHU-EMS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Enable,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-ENA,318b0343-e0bd-51df-b593-d7219fb7bf49,MSV Mapper,AHU-ENA,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Fire Trip,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-FT,0c8c6f9c-5b1f-5fad-9698-f096d4020728,BI Mapper,AHU-FT,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Main Filter Clogged,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-MFC,4244cf6c-af0d-5576-8404-a6ad2062a6d5,BI Mapper,AHU-MFC,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Motor Trip Alarm,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-MA,819c8dbf-4cd2-5a57-8bfa-cadf20688ab8,BI Mapper,AHU-MA,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-C,8f26723f-d26b-5540-9003-66cb6747753d,BO Mapper,AHU-C,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-S,a39a3be4-4a08-5ccb-903a-54db25e7c693,BI Mapper,AHU-S,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,On-coil Air Relative Humidity,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-OCA-H,b30aa92f-a285-5d27-ba14-75baddeb1b23,AI Mapper,AHU-OCA-H,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,On-coil Air Temperature,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-OCA-T,ec813077-700e-5d94-ad91-4fa728dbd095,AI Mapper,AHU-OCA-T,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Power Supply,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-PS,b6d0ebd4-9f26-58ae-940f-fabbf92f2c2f,BI Mapper,AHU-PS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Pre-filter Clogged,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-PFC,a7be5c70-52b6-5a43-ab41-4f6ebd64d7bb,BI Mapper,AHU-PFC,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Primary Air Damper Status,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-PAD-S,2e547097-e106-5ff8-8328-6b807d64fd2e,AV Mapper,AHU-PAD-S,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Primary Air Flow Rate,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-PAD-FR,2e75f8e2-e250-5b70-bcc9-ed7750c75e83,AI Mapper,AHU-PAD-FR,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Primary Air Flow Rate,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-PA-FR,5cec2760-93fe-530d-8c0b-c7a84083ced3,AV Mapper,AHU-PA-FR,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Return Air CO2 Concentration,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-RAD-CO2,452cc73c-828c-5614-8ac2-5bce50e034e2,AI Mapper,AHU-RAD-CO2,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Return Air Flow Rate,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-RAD-FR,f1089431-63fd-5c02-bdbd-121435a951d7,AI Mapper,AHU-RAD-FR,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Return Air Relative Humidity,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-RA-H,019af0e9-b54b-5558-96a8-994991379fd7,AI Mapper,AHU-RA-H,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Return Air Temperature,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-RA-T,a705b8bc-8062-50f0-8067-b17ca73a529e,AI Mapper,AHU-RA-T,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Static Pressure Setpoint,HMS-T:SNE-T1-L30-01/FC1.AHU-01.PA-SP,0d90ae22-f7c3-538e-81bd-cddf19fc53e4,AV Mapper,PA1-SP,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Static Pressure Setpoint,HMS-T:SNE-T1-L30-01/FC1.AHU-01.PA2-SP,43760b69-136c-50de-8d71-b202492e729e,AV Mapper,PA2-SP,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Supply Air Static Pressure,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-SAD1-P,8c22409b-e697-5c80-b9ad-7d3136702e3c,AI Mapper,AHU-SAD1-P,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Supply Air Static Pressure,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-SAD2-P,e48e7471-a06b-51ac-bc0b-efe85a7bd535,AI Mapper,AHU-SAD2-P,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Supply Air Temperature,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-SA-T,0930f7a9-03eb-55fc-b5f5-54b10b22c368,AI Mapper,AHU-SA-T,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Temperature Setpoint,HMS-T:SNE-T1-L30-01/FC1.AHU-01.TEMP-SP,0c403ad2-6566-5c85-bc6d-197912ae4756,AV Mapper,TEMP-SP,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,UV Lamp Fault On/Off Status,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-UVLS,874cc73f-4da7-51ee-8910-9ecaa237eb9c,BI Mapper,AHU-UVLS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,UV Lamp Fault Statu,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-UVLF,ea5a0df1-fae0-5864-ad19-0052f99549ba,BI Mapper,AHU-UVLF,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,VSD Speec Control,HMS-T:SNE-T1-L30-01/FC1.AHU-01.AHU-VSD-C,3654760d-80b4-5f32-9a5a-cb74c6402c37,AO Mapper,AHU-VSD-C,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Zone 1 Cut,HMS-T:SNE-T1-L30-01/FC1.AHU-01.ZONE-1-CUT,b56b8b59-4682-5c98-a9e3-5ad4f65139ff,MSV Mapper,ZONE-1-CUT,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-01,Zone 2 Cut,HMS-T:SNE-T1-L30-01/FC1.AHU-01.ZONE-2-CUT,9f22f743-5f18-5f52-a372-a1bda5fb96b9,MSV Mapper,ZONE-2-CUT,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Air Flow Status,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-AFS,dc237926-7fe2-5cfc-b828-52c227e81374,BI Mapper,AHU-AFS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Auto/Manaul Status,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-M,2e817d47-8071-5992-8b1d-b826ae98539c,BI Mapper,AHU-M,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Chilled Water Flow Rate,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-WFR,34f7ce56-7d17-5f08-9870-1b6c00e1d2da,AV Mapper,AHU-WFR,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Chilled Water Flow Status,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-WFS,81d00ad5-5a54-5daf-b71f-b87f58823bab,MSV Mapper,AHU-WFS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Chilled Water Return Temperature,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-CRWT,63970d20-b7c0-502b-abb8-11242241738d,AV Mapper,AHU-CRWT,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Chilled Water Supply Temperature,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-CSWT,a3aabc03-2f0f-54e7-8d73-70e523bf9ccf,AV Mapper,AHU-CSWT,deg C,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Chilled Water Valve Control,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-CV-C,facddd01-52ea-5df8-a57c-d0a22bc7a22c,AO Mapper,AHU-CV-C,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Chilled Water Valve Status,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-CV-S,a94d01d4-5f56-5dd1-be85-d486a7f8a288,AV Mapper,AHU-CV-S,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Emergency Stop,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-EMS,9e87c730-3516-5d9e-8d5a-01e6e89b7d1f,BI Mapper,AHU-EMS,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Enable,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-ENA,f858bd17-6de7-5d3b-a176-33ccf9cdc268,MSV Mapper,AHU-ENA,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Fire Trip,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-FT,927b7e19-e591-5556-9ecc-8da385b1cf6f,BI Mapper,AHU-FT,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Main Filter Clogged,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-MFC,aa8ad953-d8d1-50a7-8e79-74a54210b7c0,BI Mapper,AHU-MFC,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,Motor Trip Alarm,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-MA,f5ca9fc1-3212-56c5-a91e-dd3ca05d4517,BI Mapper,AHU-MA,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,On/Off Control,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-C,4320cfff-5276-5d95-ba65-65dc4f010df2,BO Mapper,AHU-C,,0,TURE
Air Handling Unit,MVAC-AHU,AHU,98HMS-1-L30-MVAC-AHU,98HMS-1-L30-MVAC-AHU-02,On/Off Status,HMS-T:SNE-T1-L30-01/FC1.AHU-02.AHU-S,93f007fd-60af-5783-828e-f8cfcabe3d4a,BI Mapper,AHU-S,,0,TURE
